,,Defended,Left alone,Beaten,Edged,Caught,Runout,Stumped,Bowled,LBW,Boundary_bat,Runs_bat,Boundary_extras,R_extras,Catch_drop,Stumping_missed,Runout_missed,Bouncer,Yorker,Overthrow,great_save,poor_fielding,
2879,"Topley to Babar Azam, no run, round the wicket, tight restrictive line",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,"Topley to Babar Azam, 1 run, worked to leg once again",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2881,"Topley to Mohammad Hafeez, 1 run, slower ball, crunched into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2882,"Topley to Babar Azam, no run, yorker length, drilled up to mid-on",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2883,"Root to Mohammad Hafeez, 1 leg bye, round the wicket, Hafeez sweeps and a big appeal! Leg byes are given so there's no bat involved, but it looks to have pitched outside the line",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2884,"Root to Babar Azam, 1 run, driven down to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2885,"Root to Mohammad Hafeez, no run, clipped to midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886,"Root to Mohammad Hafeez, 2 runs, down the leg-side, too easy to deflect it round the corner",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2887,"Root to Mohammad Hafeez, 1 run, worked to leg again. Obviously",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2888,"Root to Babar Azam, no run, defended back down the pitch and that will be drinks",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,"Woakes to Mohammad Hafeez, 1 run, outside off, driven out to point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2890,"Woakes to Babar Azam, no run, outside off, pushed to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,"Woakes to Babar Azam, no run, back of a length, slapped back at Woakes' ankles, who fields in his followthrough",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,"Woakes to Babar Azam, no run, drilled into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,"Woakes to Babar Azam, 1 run, width, and cut sharply to point but half-fielded with a dive",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2894,"Woakes to Mohammad Hafeez, no run, stands tall in defence, decent over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,"Willey to Babar Azam, 1 run, defended out to midwicket, round the wicket",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2896,"Willey to Mohammad Hafeez, no run, tight line from round the wicket again, blocked on the back foot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897,"Willey to Mohammad Hafeez, 1 run, worked into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2898,"Willey to Babar Azam, FOUR, on the pads, flicked around the corner, using the angle that the round-the-wicket line already created. Easy pickings",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2899,"Willey to Babar Azam, SIX, too short, flogged on the up over cow corner, and now Pakistan are cooking!",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2900,"Willey to Babar Azam, 2 runs, speared into the toes but worked fine, good running",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2901,"Woakes to Mohammad Hafeez, FOUR, good delivery, but there's no slip at this late stage! Angled in, straightened off the pitch, genuine edge, Buttler had no chance",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2902,"Woakes to Mohammad Hafeez, 1 run, short, and pulled through square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2903,"Woakes to Babar Azam, no run, fuller length, driven to short midwicket",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,"Woakes to Babar Azam, 1 run, worked through the leg side again",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2905,"Woakes to Mohammad Hafeez, 1 run, stands tall in defence, pushed to cover, Hales fields with a tumble",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2906,"Woakes to Babar Azam, no run, fuller length, attempted yorker, squeezes past bat and stumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907,"Willey to Mohammad Hafeez, 1 run, on the back foot, punched into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2908,"Willey to Babar Azam, no run, worked off the hip to square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,"Willey to Babar Azam, 1 run, driven hard down the ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2910,"Willey to Mohammad Hafeez, 1 run, outside off, cut through point, a languid lean of a stroke",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2911,"Willey to Babar Azam, 1 run, very full, and clonked over the bowler's head, a half-hearted shot, but effective",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2912,"Willey to Mohammad Hafeez, no run, chipped in the air, inches short of Morgan, diving in at short midwicket! A misread offcutter, and nearly the breakthrough",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2913,"Woakes to Babar Azam, 1 run, outside off, room to free the arms, and clumped into the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2914,"Woakes to Mohammad Hafeez, no run, defended on the back foot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,"Woakes to Mohammad Hafeez, no run, back-foot cut to cover",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,"Woakes to Mohammad Hafeez, no run, on the pads, looked a touch quicker and Hafeez was unable to nurdle it away",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Woakes to Mohammad Hafeez, 1 run, solid stride forward and drilled to cover",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2918,"Woakes to Babar Azam, 1 run, deflected into the gully off the back foot, good quick calling",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2919,"Willey to Babar Azam, FOUR, bosh. Goodnight. Straight down the ground",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2920,"Willey to Babar Azam, no run, pushed into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,"Willey to Babar Azam, 1 run, on the toes, flicked to midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2922,"Willey to Mohammad Hafeez, no run, defended on the back foot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2923,"Willey to Mohammad Hafeez, 1 run, defended once again, into space. Hafeez will not be hurried to three figures",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2924,"Willey to Babar Azam, no run, on the back foot, worked back to the bowler who feigns a shy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,"Woakes to Mohammad Hafeez, 1 run, outside off, worked through the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2926,"Woakes to Babar Azam, no run, full length, a bottom-handed drive but can't connect properly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,"Woakes to Babar Azam, SIX, battered, on the up, over the ropes, and Babar picks the slower ball, out of the back of the hand, to club his way to a half century!",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2928,"Woakes to Babar Azam, 1 run, driven from deep in the crease",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2929,"Woakes to Mohammad Hafeez, no run, forward, poked into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2930,"Woakes to Mohammad Hafeez, no run, pushed to cover. Hafeez is determined not to put a foot wrong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2931,"Rashid to Babar Azam, 1 run, clipped to midwicket to bring Hafeez back onto strike ...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2932,"Rashid to Mohammad Hafeez, 2 runs, tossed up, slapped over short midwicket! Just out of the reach of the fielder and as a consequence that will do!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2933,"Rashid to Mohammad Hafeez, 1 run, clipped to midwicket to escape the strike. This could now end in a hurry...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2934,"Rashid to Babar Azam, SIX, smashed, on the up, straight over the ropes at long-off!",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2935,"Rashid to Babar Azam, 2 runs, googly, but timed sweetly off the back foot through the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2936,"Rashid to Babar Azam, 1 run, on the pads, flicked to midwicket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2937,"Woakes to Babar Azam, no run, bouncer, ducked",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2938,"Woakes to Babar Azam, 1 run, so, another single, and Hafeez is handed the honour of hitting the winning run ...",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2939,"Woakes to Mohammad Hafeez, no run, not this time, defended out to point",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2940,"Woakes to Mohammad Hafeez, 1 run, guided down to third man, and that is the victory!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2941,"Mohammad Irfan to Roy, FOUR, full and a touch wide and Roy gets out to lash it through the covers, positive intent from the off",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2942,"Mohammad Irfan to Roy, no run, draws his length back a touch, this zips through as Roy plays no stroke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,"Mohammad Irfan to Roy, 2 runs, gets forward, check-drives this time, into a gap in the covers and gets a couple more",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2944,"Mohammad Irfan to Roy, 1 run, pushes from the crease, inside-edged through backward square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2945,"Mohammad Irfan to Hales, no run, slightly back of a length, in the channel and Hales lets it go",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2946,"Mohammad Irfan to Hales, 1 run, bit of width, Hales toe-ends a cut in the air down towards third man, could have gone awry but picks up a single to get off the mark",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2947,"Anwar Ali to Hales, no run, starts slightly short, tapped into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2948,"Anwar Ali to Hales, FOUR, slides on to the pads, Hales clips it past the diving short fine leg and gets a boundary to his name",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2949,"Anwar Ali to Hales, no run, defends coming forwards around off stump",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950,"Anwar Ali to Hales, no run, length ball, Hales shows it a straight bat",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2951,"Anwar Ali to Hales, no run, angled in and worked off the body short into the leg side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,"Anwar Ali to Hales, no run, good length on off stump, Hales shows it a straight bat in defence once again",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,"Mohammad Irfan to Roy, no run, slower ball from Irfan, poked off the hips towards square",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,"Mohammad Irfan to Roy, OUT, extra lift from a length and Roy spoons it to cover! The giant picks up his first victim, he punches the air in delight... Roy was pushing out in front of him, closing the face slightly and a thick leading edge flew towards the edge of the ring",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2955,"Mohammad Irfan to Root, no run, bowling round the wicket, pitched up and defended coming forwards",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,"Mohammad Irfan to Root, no run, length ball slightly wide of the stumps, left alone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2957,"Mohammad Irfan to Root, no run, pushed into the covers coming across",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2958,"Mohammad Irfan to Root, 1 run, short outside off, 86mph and steered away with a horizontal bat down to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2959,"Anwar Ali to Root, no run, slightly short of a length and defended into the off side",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,"Anwar Ali to Root, 1 run, pitched up and punched towards mid-on, Root takes on the fielder and although he has to detour around Anwar he gets in okay",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2961,"Anwar Ali to Hales, 1 run, goes back and runs one to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2962,"Anwar Ali to Root, 1 run, pitched up, Root skips out and opens the face, steers it past backward point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2963,"Anwar Ali to Hales, 1 run, full and straight, clipped off the toes through square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2964,"Anwar Ali to Root, FOUR, dropped short by Anwar and Root thwocks a pull away to the square-leg boundary with control to spare",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2965,"Mohammad Irfan to Hales, no run, leading edge, back to the bowler, he collapses like a felled oak... and drops it! He actually did well to fall right into its path, stuck out a big left paw and then grassed it, off the wrist",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2966,"Mohammad Irfan to Hales, 1 run, back and across and runs the ball to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2967,"Mohammad Irfan to Root, no run, jumps back and lets this one go",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,"Mohammad Irfan to Root, 1 run, slammed in short, a snorter at 88mph and Root is fending blindly in front of his face, loops off the glove behind square - no catcher in. Actually, his bottom hand was off the bat when it hit the glove",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2969,"Mohammad Irfan to Hales, no run, short of a length, steered towards backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2970,"Mohammad Irfan to Hales, no run, another fiery bumper from Irfan, the batsman collapses underneath",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,"Zafar Gohar to Root, no run, pushed through outside off, goes back and sends a cut towards point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2972,"Zafar Gohar to Root, 1 run, pitched up and punched into a gap in the covers coming forwards",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2973,"Zafar Gohar to Hales, 1 run, angled in with the arm from round the wicket, clipped off the legs behind square",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2974,"Zafar Gohar to Root, 2 runs, drops a little short, Root pulls in the air over midwicket, shouts of ""catch!"" but it was well in front of the man in the deep and they get back for two",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2975,"Zafar Gohar to Root, OUT, Root slogs a full toss straight to deep square leg! Wicket in his first over for Gohar, he'll bowl better balls for less reward in his international career, for sure, but they don't add descriptions in the scorebook. Root just shovelled it straight to Iftikhar a few yards in, took a good catch above his head",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2976,"Zafar Gohar to Morgan, 1 run, flat on the stumps, clipped past the dive of midwicket for a single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2977,"Mohammad Irfan to Morgan, no run, gets across and defends a length ball",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,"Mohammad Irfan to Morgan, 1 wide, short and down the leg side",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2979,"Mohammad Irfan to Morgan, no run, oof, Morgan is hit on the shoulder trying to pull a bouncer, he looks in a bit of discomfort initially but seems okay... Though the shot early, deflected off the upper arm into the helmet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2980,"Mohammad Irfan to Morgan, 1 run, goes round the wicket, full on the legs, Morgan gets a scrape of bat on it",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2981,"Mohammad Irfan to Hales, no run, bangs in the short ball, at the batsman, who ducks sharpish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2982,"Mohammad Irfan to Hales, no run, ooh, that's a beauty, a cutter from Irfan that beats the bat by a distance, bobbles low through to the keeper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2983,"Mohammad Irfan to Hales, no run, nips one past the outside edge again! Gets some extravagant movement by rolling his fingers over it, superb stuff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,"Zafar Gohar to Morgan, no run, over the wicket, pushed back down the track",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2985,"Zafar Gohar to Morgan, no run, tossed up and driven hard, in the air, straight back at the bowler... who doesn't lay a hand on it, though he does take a blow on the arm, the ball deflecting away through mid-on. A tough, tough chance, Gohar couldn't react in time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2986,"Zafar Gohar to Morgan, 1 run, tossed up and worked through the leg side for a single",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2987,"Zafar Gohar to Hales, no run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2988,"Zafar Gohar to Hales, 1 run, sliding on with the arm, Hales flicks it behind square on the leg side",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2989,"Zafar Gohar to Morgan, no run, leans into a forward defensive",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,"Mohammad Irfan to Hales, no run, short outside off, Hales reaches for a cut and was perilously close to nicking off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2991,"Mohammad Irfan to Hales, no run, unplayable! Short and rising towards the shoulder, moved late too, just past the gloves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,"Mohammad Irfan to Hales, 1 run, drops back and runs a single to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2993,"Mohammad Irfan to Morgan, no run, shortish, lets this one through",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,"Mohammad Irfan to Morgan, no run, bangs it in short and Morgan flinches out of the way",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,"Mohammad Irfan to Morgan, no run, good length, 86mph around off stump, defended into the covers - excellent over from Irfan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2996,"Zafar Gohar to Hales, 1 run, pushed into a gap for one",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2997,"Zafar Gohar to Morgan, no run, flighted outside off, leans out and defends",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,"Zafar Gohar to Morgan, 1 run, angled in, played with the spin wide of mid-on",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2999,"Zafar Gohar to Hales, no run, length outside off, Hales chops it into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,"Zafar Gohar to Hales, SIX, plants the front foot and plants him into the stands! The slog-sweep from Hales, utilising his long reach, absolutely hammered over the rope",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3001,"Zafar Gohar to Hales, no run, quicker ball from Gohar, nearly catches Hales unawares, jams the bat down in time",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3002,"Wahab Riaz to Morgan, no run, presses forward and defends solidly around off",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,"Wahab Riaz to Morgan, FOUR, drops short and Morgan dismissively pulls it flat through backward square for four, looked comfortable with that",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3004,"Wahab Riaz to Morgan, 1 run, length outside off, comes forward and plays through the covers",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3005,"Wahab Riaz to Hales, no run, slightly short, up towards 90mph, Hales reaches outside off and bottom-edges through to the keeper on the bounce",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,"Wahab Riaz to Hales, no run, slower ball from Wahab, a cutter that Hales can only push back down the track",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,"Wahab Riaz to Hales, no run, targeting the stumps, 87mph and played late, chopped into the ground towards backward point",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,"Iftikhar Ahmed to Morgan, no run, tossed up, pushed back to the bowler",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,"Iftikhar Ahmed to Morgan, no run, makes room to try and cut, gets an inside edge towards midwicket",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,"Iftikhar Ahmed to Morgan, no run, pushed through flat on off stump, punched into the covers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,"Iftikhar Ahmed to Morgan, no run, good length, chopped towards cover from the crease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,"Iftikhar Ahmed to Morgan, no run, pushed through flat outside off, drops back and sends the ball to point - another dot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,"Iftikhar Ahmed to Morgan, 1 run, gets on to the front foot and drives, gets it past mid-off and they trot a single. Decent start from Iftikhar, though",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3014,"Wahab Riaz to Morgan, 1 run, pushed into the leg side, they steal a single... but the throw to the non-striker's end is a direct hit, with Morgan having to swerve round the bowler. It looked close but he was comfortably home in the end",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3015,"Wahab Riaz to Hales, 1 run, slightly short, outside off, Hales reaches out and squirts one to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3016,"Wahab Riaz to Morgan, no run, good length around the line of off, Morgan shows it a straight bat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,"Wahab Riaz to Morgan, no run, slower ball from Wahab, just 66mph and Morgan is through the shot early, plays it on the full and in the air but lands short of mid-off",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,"Wahab Riaz to Morgan, FOUR, short and heading down the leg side, Morgan helps it on its way down to fine leg with a swat of the bat",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3019,"Wahab Riaz to Morgan, 1 run, shortish, 87mph outside off, runs one more to third man",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3020,"Iftikhar Ahmed to Morgan, 1 run, goes back and across and pushes into a gap",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3021,"Iftikhar Ahmed to Hales, 1 leg bye, stays round the wicket, tossed up on the pads, deflects behind square",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3022,"Iftikhar Ahmed to Morgan, no run, angled in flat on the stumps, Morgan defends back down the track",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,"Iftikhar Ahmed to Morgan, 1 run, slightly short, punched down the ground to long-off",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3024,"Iftikhar Ahmed to Hales, FOUR, darted on the stumps and Hales crunches a sweep into the gap between deep midwicket and fine leg, that's four",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3025,"Iftikhar Ahmed to Hales, no run, tossed up a little more, dabbed towards square leg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,"Wahab Riaz to Morgan, no run, Morgan gets across to defend a 88mph delivery without fuss",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,"Wahab Riaz to Morgan, no run, good length, moves into line and defends again",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,"Wahab Riaz to Morgan, 1 run, slower ball, waits for it and clips one to deep square leg",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3029,"Wahab Riaz to Hales, no run, short at the body, 88mph and jabbed away square on the leg side",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,"Wahab Riaz to Hales, 1 run, full and wide of the off stump, Hales dabs it down to third man",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3031,"Wahab Riaz to Morgan, no run, length around the line of off, Morgan bows his head over it in defence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,"Shoaib Malik to Hales, 1 run, floated up and clipped through midwicket to the man in the deep",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3033,"Shoaib Malik to Morgan, 1 run, pushed through outside off, turning away fractionally as Morgan slaps it through backward point",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
